Ref_number;States;Municipality ;Study_location;Coordinates ;Conservation_unit;Status_conservation_unit;Phytophysiognomy_type;Plant_species_original;Plant_species_adjusted;Plant_family;Plant_genus;Threat_status;Life_form;Vegetation_type;Plant_distribution;Biogeographical _domain;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis trimera DC;Baccharis crispa Spreng.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_11;MG;Santana do Riacho;Serra do Cipó;"43°36’23.0’’W, 19º 19’44.6’’S; 43°36’42.3’’W, 19º 18’ 24.1’’S; 43°36’09.3’’W, 19º 20’24.0’’S";No;No;Campo rupestre, cerrado;Baccharis dracunculifolia;Baccharis dracunculifolia DC.;Asteraceae;Baccharis;NA;Shrub;Área Antrópica|Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga|Vegetação Sobre Afloramentos Rochosos;NA;Cerrado|Mata Atlântica|Pampa;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis dracunculifolia DC;Baccharis dracunculifolia DC.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_14;MG;Ingaí;Reserva Biológica Unilavras-Boqueirão;21°20’47”S, 44°59’27”W;Yes;NA;Cerrado;Baccharis dracunculifolia;Baccharis dracunculifolia DC.;Asteraceae;Baccharis;NA;Shrub;Área Antrópica|Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga|Vegetação Sobre Afloramentos Rochosos;NA;Cerrado|Mata Atlântica|Pampa;
Ref_18;MG;NA;Parque Nacional do Itatiaia;22°21’S, 44°40’W;Yes;Estadual;Campo rupestre;Baccharis dubia;Baccharis dubia Deble & A.S.Oliveira;Asteraceae;Baccharis;NA;Shrub|Subshrub;Campo de Altitude|Vegetação Sobre Afloramentos Rochosos;ES|MG;Mata Atlântica;
Ref_10;MG;NA;Parque Estadual de Biribiri;20°35'S-11°11' S;Yes;Estadual;Campo rupestre;Baccharis elliptica ;Baccharis elliptica Gardner;Asteraceae;Baccharis;EN;Shrub|Subshrub;Campo rupestre;BA|MG;Cerrado;
Ref_03;MG;Turmalina;Peixe Cru;42°57'W, 17°17'S;No;NA;Floresta estacional;Baccharis glutinosa;Baccharis glutinosa Pers.;Asteraceae;Baccharis;NA;Subshrub;Área Antrópica|Campo de Altitude|Campo de Várzea|Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga;BA|MG|MS|MT|PE|PR|RJ|RS|SC|SP;Caatinga|Cerrado|Mata Atlântica|Pampa|Pantanal;
Ref_18;MG;NA;Parque Nacional do Itatiaia;22°21’S, 44°40’W;Yes;Estadual;Campo rupestre;Baccharis itatiaiae;Baccharis itatiaiae Wawra;Asteraceae;Baccharis;NA;Shrub|Subshrub;Campo de Altitude|Campo rupestre|Vegetação Sobre Afloramentos Rochosos;MG|RJ;Cerrado|Mata Atlântica;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis schultzii Baker;Baccharis lateralis Baker;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis paucidentata DC;Baccharis linearifolia (Lam.) Pers.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_10;MG;NA;Parque Estadual de Biribiri;20°35'S-11°11' S;Yes;Estadual;Campo rupestre;Baccharis leptocephala;Baccharis linearifolia (Lam.) Pers.;Asteraceae;Baccharis;NA;Shrub|Subshrub;Caatinga (stricto sensu)|Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Restinga|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos;AC|AM|BA|DF|GO|MA|MG|MS|MT|PA|PR|RO|RR|RS|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica|Pampa|Pantanal;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis microphylla H.B.K.;Baccharis macrophylla Dusén;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_06;MG;Prados;Serra de São José;"21°03',21°07’S; 44°06',44°13’W";No;No;Campo rupestre, cerrado;Baccharis microcephala;Baccharis microcephala (Less.) DC.;Asteraceae;Baccharis;NA;Shrub|Subshrub;Campo de Altitude|Campo Limpo|Restinga;BA|MG|PR|RS|SC|SP;Cerrado|Mata Atlântica|Pampa;
Ref_22;MG;Tiradentes;Serra de São José;21°00’S, 44°00?W;No;NA;Campo rupestre;Baccharis microcephala;Baccharis microcephala (Less.) DC.;Asteraceae;Baccharis;NA;Shrub|Subshrub;Campo de Altitude|Campo Limpo|Restinga;BA|MG|PR|RS|SC|SP;Cerrado|Mata Atlântica|Pampa;
Ref_10;MG;NA;RPPN Serra do Caraça;20°35'S-11°11' S;Yes;RPPN;Campo rupestre;Baccharis minutiflora;Baccharis minutiflora Mart. ex Baker;Asteraceae;Baccharis;NA;Shrub|Subshrub;Campo rupestre;BA|MG;Caatinga|Cerrado;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis elaegnoides Steudel;Baccharis montana DC.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_18;MG;NA;Parque Nacional do Caparaó;20°25’S, 41°48’W;Yes;Estadual;Campo rupestre;Baccharis myriocephala;Baccharis myriocephala DC.;Asteraceae;Baccharis;NA;Subshrub;Área Antrópica|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga|Vegetação Sobre Afloramentos Rochosos;BA|CE|DF|ES|GO|MG|PE|PR|RJ|RS|SC|SP;Caatinga|Cerrado|Mata Atlântica|Pampa;
Ref_18;MG;NA;Parque Nacional do Caparaó, Parque Estadual do Brigadeiro;"20°25’S, 41°48’W; 42°20’S-42°40’S, 20°20’W-21°00’W";Yes;Estadual;Campo rupestre;Baccharis platypoda;Baccharis platypoda DC.;Asteraceae;Baccharis;NA;Shrub|Subshrub;Campo de Altitude|Campo Limpo|Campo rupestre|Restinga|Vegetação Sobre Afloramentos Rochosos;BA|ES|MG|RJ|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis platypoda DC;Baccharis platypoda DC.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_10;MG;NA;Serra do Ouro Branco;20°35'S-11°11' S;No;NA;Campo rupestre;Baccharis platypoda;Baccharis platypoda DC.;Asteraceae;Baccharis;NA;Shrub|Subshrub;Campo de Altitude|Campo Limpo|Campo rupestre|Restinga|Vegetação Sobre Afloramentos Rochosos;BA|ES|MG|RJ|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_18;MG;NA;Parque Nacional do Itatiaia;22°21’S, 44°40’W;Yes;Estadual;Campo rupestre;Baccharis pseudomyriocephala;Baccharis pseudomyriocephala Malag.;Asteraceae;Baccharis;NA;Shrub;Campo de Altitude|Vegetação Sobre Afloramentos Rochosos;MG|PR|RJ|SP;Mata Atlântica;
Ref_10;MG;NA;Parque Estadual do Itacolomi;20°35'S-11°11' S;Yes;Estadual;Campo rupestre;Baccharis pseudomyriocephala;Baccharis pseudomyriocephala Malag.;Asteraceae;Baccharis;NA;Shrub;Campo de Altitude|Vegetação Sobre Afloramentos Rochosos;MG|PR|RJ|SP;Mata Atlântica;
Ref_18;MG;NA;Parque Estadual do Ibitipoca;21°42’S, 43°54’W;Yes;Estadual;Campo rupestre;Baccharis reticularia;Baccharis reticularia DC.;Asteraceae;Baccharis;NA;Shrub;Campo de Altitude|Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila Mista|Restinga|Vegetação Sobre Afloramentos Rochosos;BA|DF|ES|GO|MG|MS|PR|RJ|SC|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_06;MG;Prados;Serra de São José;"21°03',21°07’S; 44°06',44°13’W";No;No;Campo rupestre, cerrado;Baccharis reticularia;Baccharis reticularia DC.;Asteraceae;Baccharis;NA;Shrub;Campo de Altitude|Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila Mista|Restinga|Vegetação Sobre Afloramentos Rochosos;BA|DF|ES|GO|MG|MS|PR|RJ|SC|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_10;MG;NA;Serra do Ouro Branco;20°35'S-11°11' S;No;NA;Campo rupestre;Baccharis reticularia;Baccharis reticularia DC.;Asteraceae;Baccharis;NA;Shrub;Campo de Altitude|Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila Mista|Restinga|Vegetação Sobre Afloramentos Rochosos;BA|DF|ES|GO|MG|MS|PR|RJ|SC|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_22;MG;Tiradentes;Serra de São José;21°00’S, 44°00?W;No;NA;Campo rupestre;Baccharis reticularia;Baccharis reticularia DC.;Asteraceae;Baccharis;NA;Shrub;Campo de Altitude|Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila Mista|Restinga|Vegetação Sobre Afloramentos Rochosos;BA|DF|ES|GO|MG|MS|PR|RJ|SC|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_18;MG;NA;Parque Estadual do Ibitipoca, Parque Estadual do Brigadeiro;"21°42’S, 43°54’W; 42°20’S-42°40’S, 20°20’W-21°00’W";Yes;Estadual;Campo rupestre;Baccharis salzmanii;Baccharis retusa DC.;Asteraceae;Baccharis;NA;Shrub;Campo de Altitude|Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MG|MT|PR|RJ|RS|SC|SP;Caatinga|Cerrado|Mata Atlântica|Pampa;
Ref_17;MG;NA;Parque Estadual da Serra do Cabral;17°03’S-18° 13’S, 44°05’W-44°52’W;Yes;Estadual;Campo rupestre, campo cerrado, campo sujo;Baccharis salzmannii;Baccharis retusa DC.;Asteraceae;Baccharis;NA;Shrub;Campo de Altitude|Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MG|MT|PR|RJ|RS|SC|SP;Caatinga|Cerrado|Mata Atlântica|Pampa;
Ref_10;MG;NA;Serra do Ouro Branco;20°35'S-11°11' S;No;NA;Campo rupestre;Baccharis salzmanii;Baccharis retusa DC.;Asteraceae;Baccharis;NA;Shrub;Campo de Altitude|Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MG|MT|PR|RJ|RS|SC|SP;Caatinga|Cerrado|Mata Atlântica|Pampa;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis confertifolia Colla;Baccharis salicifolia (Ruiz & Pav.) Pers.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis salicifolia Pers;Baccharis salicifolia (Ruiz & Pav.) Pers.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis serrulata Person;Baccharis serrulata (Lam.) Pers.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_06;MG;Prados;Serra de São José;"21°03',21°07’S; 44°06',44°13’W";No;No;Campo rupestre, cerrado;Baccharis serrulata;Baccharis serrulata (Lam.) Pers.;Asteraceae;Baccharis;NA;Subshrub;Área Antrópica|Caatinga (stricto sensu)|Campo de Altitude|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Sobre Afloramentos Rochosos;AL|BA|ES|MG|PE|PR|RJ|RS|SC|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_10;MG;NA;Serra do Ouro Branco;20°35'S-11°11' S;No;NA;Campo rupestre;Baccharis serrulata;Baccharis serrulata (Lam.) Pers.;Asteraceae;Baccharis;NA;Subshrub;Área Antrópica|Caatinga (stricto sensu)|Campo de Altitude|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Sobre Afloramentos Rochosos;AL|BA|ES|MG|PE|PR|RJ|RS|SC|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_22;MG;Tiradentes;Serra de São José;21°00’S, 44°00?W;No;NA;Campo rupestre;Baccharis serrulata;Baccharis serrulata (Lam.) Pers.;Asteraceae;Baccharis;NA;Subshrub;Área Antrópica|Caatinga (stricto sensu)|Campo de Altitude|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Sobre Afloramentos Rochosos;AL|BA|ES|MG|PE|PR|RJ|RS|SC|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_18;MG;NA;Parque Estadual do Brigadeiro;42°20’S, 42°40’S, 20°20’W, 21°00’W;Yes;Estadual;Campo rupestre;Baccharis stylosa;Baccharis stylosa Gardner;Asteraceae;Baccharis;NA;Shrub|Subshrub;Campo de Altitude|Vegetação Sobre Afloramentos Rochosos;ES|MG|RJ|SP;Mata Atlântica;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis trinervis Persoon;Baccharis trinervis Pers.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_18;MG;NA;Parque Estadual do Ibitipoca;21°42’S, 43°54’W;Yes;Estadual;Campo rupestre;Baccharis uncinella;Baccharis uncinella DC.;Asteraceae;Baccharis;NA;Shrub;Campo de Altitude|Floresta Ombrófila Mista;MG|PR|RJ|RS|SC|SP;Mata Atlântica;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis artemisioides Hook & Arn;Baccharis artemisioides Hook. & Arn.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis bogotensis H.Baccharis & K.;Baccharis bogotensis Kunth;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis capitalensis Hering;Baccharis capitalensis Heering ;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis effusa Griseb;Baccharis effusa Griseb.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis genistelloides Baker;Baccharis genistelloides (Lam.) Pers. ;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis subulata D. Don;Baccharis juncea (Lehm.) Desf.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis latifolia (R & P) Pers.;Baccharis latifolia (Ruiz & Pav.) Pers.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis linearis (R & P) Pers.;Baccharis linearis (Ruiz & Pav.) Pers.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis rosmarinifolia Hook & Arn;Baccharis linearis (Ruiz & Pav.) Pers.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis macrantha II.B.K.;Baccharis macrantha Kunth;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis myrsinites (Pers.);Baccharis myrsinites (Lam.) Pers.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis nitida (R & P) Pers.;Baccharis nitida (Ruiz & Pav.) Pers.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis poeppigiana DC;Baccharis obovata var. poeppigiana (DC.) Cabrera;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis prunifolia H.B.K.;Baccharis prunifolia Kunth;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis eupatorioides Hook &Arn;Baccharis racemosa (Ruiz & Pav.) DC.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis spartioides C. Gay;Baccharis spartioides (Hook. & Arn. ex DC.) J.Rémy in Gay;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_02;MG;NA;Belo Horizonte, Lagoa Santa, Maeda, Ouro Preto e Serra do Cipó;NA;NA;NA;Campo rupestre, cerrado;Baccharis tricuneata Gardn.;Baccharis tricuneata (L.f.) Pers.;Asteraceae;Baccharis;NA;NA;NA;NA;NA;
Ref_10;MG;NA;Parque Estadual de Grão Mogol;20°35'S-11°11' S;Yes;Estadual;Campo rupestre;Banisteriopsis angustifolia;Banisteriopsis angustifolia (A.Juss.) B.Gates;Malpighiaceae;Banisteriopsis;NA;Subshrub;Campo rupestre;BA|GO|MG;Caatinga|Cerrado;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Banisteriopsis argyrophylla;Banisteriopsis argyrophylla (A.Juss.) B.Gates;Malpighiaceae;Banisteriopsis;NA;Liana/volúvel/trepadeira|Subshrub;Cerrado (lato sensu);BA|DF|GO|MG|MS|MT|SP|TO;Cerrado;
Ref_17;MG;NA;Parque Estadual da Serra do Cabral;17°03’S-18° 13’S, 44°05’W-44°52’W;Yes;Estadual;Campo rupestre, campo cerrado, campo sujo;Banisteriopsis campestris;Banisteriopsis campestris (A.Juss.) Little;Malpighiaceae;Banisteriopsis;NA;Subshrub;Cerrado (lato sensu);BA|DF|GO|MA|MG|MS|MT|PR|SP|TO;Caatinga|Cerrado;
Ref_17;MG;NA;Parque Estadual da Serra do Cabral;17°03’S-18° 13’S, 44°05’W-44°52’W;Yes;Estadual;Campo rupestre, campo cerrado, campo sujo;Banisteriopsis laevifolia;Banisteriopsis laevifolia (A.Juss.) B.Gates;Malpighiaceae;Banisteriopsis;NA;Liana/volúvel/trepadeira|Subshrub;Cerrado (lato sensu);DF|GO|MG|MS|MT|PR|RO|SP|TO;Amazônia|Cerrado;
Ref_10;MG;NA;Parque Estadual de Biribiri;20°35'S-11°11' S;Yes;Estadual;Campo rupestre;Banisteriopsis malifolia;Banisteriopsis malifolia (Nees & Mart.) B.Gates;Malpighiaceae;Banisteriopsis;NA;Shrub;Cerrado (lato sensu);AC|BA|CE|DF|GO|MA|MG|MS|MT|PE|PI|PR|RJ|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Banisteriopsis megaphylla;Banisteriopsis megaphylla (A.Juss.) B.Gates;Malpighiaceae;Banisteriopsis;NA;Shrub;Cerrado (lato sensu);DF|GO|MG|MS|MT|TO;Cerrado;
Ref_25;BA;Caetité;Serra Geral;14°04’S, 42°29’W;No;No;Cerrado;Bauhinia acuruana;Bauhinia acuruana Moric.;Fabaceae;Bauhinia;NA;Shrub|Subshrub;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual;BA|CE|MA|MG|PE|PI;Caatinga|Cerrado;
Ref_31;BA;Caetité;Trilha Jacaraci;14°05’18”S, 42°29’56”W;No;No;Cerrado;Bauhinia acuruana;Bauhinia acuruana Moric.;Fabaceae;Bauhinia;NA;Shrub|Subshrub;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual;BA|CE|MA|MG|PE|PI;Caatinga|Cerrado;
Ref_04;MG;Três Marias;Estação Ecológica de Pirapitinga;"18°20'S-18°23'S; 45°I7'W-45°20'W";Yes;Federal;Cerrado;Bauhinia brevipes;Bauhinia brevipes Vogel;Fabaceae;Bauhinia;NA;Shrub;Cerrado (lato sensu);BA|GO|MG|MS|MT|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado;
Ref_21;BA;Caetité;APP da nascente do riacho Jatobá;14°04'36,8''S, 42°29'59,7''W;No;No;Transição cerrado-caatinga;Bauhinia brevipes Vogel;Bauhinia brevipes Vogel;Fabaceae;Bauhinia;NA;Shrub;Cerrado (lato sensu);BA|GO|MG|MS|MT|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado;
Ref_20;BA;Caetité;APP da nascente do riacho Jatobá;14°05’36,8”S, 42°30’59”W;No;No;Transição cerrado-caatinga;Bauhinia brevipes;Bauhinia brevipes Vogel;Fabaceae;Bauhinia;NA;Shrub;Cerrado (lato sensu);BA|GO|MG|MS|MT|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado;
Ref_11;MG;Santana do Riacho;Serra do Cipó;"43°36’23.0’’W, 19º 19’44.6’’S; 43°36’42.3’’W, 19º 18’ 24.1’’S; 43°36’09.3’’W, 19º 20’24.0’’S";No;No;Campo rupestre, cerrado;Bauhinia brevipes;Bauhinia brevipes Vogel;Fabaceae;Bauhinia;NA;Shrub;Cerrado (lato sensu);BA|GO|MG|MS|MT|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado;
Ref_30;GO;Hidrolândia;Escola Agrícola;17°01’05”S, 49°11’49”W;No;No;Cerrado;Bauhinia brevipes Vogel.;Bauhinia brevipes Vogel;Fabaceae;Bauhinia;NA;Shrub;Cerrado (lato sensu);BA|GO|MG|MS|MT|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado;
Ref_13;MG;Januária;Área de Proteção Ambiental do Rio Pandeiros;15°29’15”S, 44°21’40”W;Yes;Estadual;Cerrado, mata ciliar, mata seca;Bauhinia brevipes;Bauhinia brevipes Vogel;Fabaceae;Bauhinia;NA;Shrub;Cerrado (lato sensu);BA|GO|MG|MS|MT|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado;
Ref_03;MG;Berilo;Lamarão;42°36'W, 16°44'S;No;NA;Campo rupestre, floresta estacional decidua, floresta estacional semidecidua;Bauhinia brevicepes;Bauhinia brevipes Vogel;Fabaceae;Bauhinia;NA;Shrub;Cerrado (lato sensu);BA|GO|MG|MS|MT|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado;
Ref_28;BA;Barreiras;Campus of the Universidade Federal do Oeste da Bahia;11°37’S-12°25’S, 44°34’W-46°23’W;No;No;Cerrado;Bauhinia brevipes Vogel;Bauhinia brevipes Vogel;Fabaceae;Bauhinia;NA;Shrub;Cerrado (lato sensu);BA|GO|MG|MS|MT|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado;
Ref_28;BA;Barreiras;Campus of the Universidade Federal do Oeste da Bahia;11°37’S-12°25’S, 44°34’W-46°23’W;No;No;Cerrado;Bauhinia cupulata;Bauhinia cupulata Benth.;Fabaceae;Bauhinia;NA;Shrub|Tree;Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual;BA|GO|MA|MT|PA|PI|TO;Amazônia|Caatinga|Cerrado;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Bauhinia curvula;Bauhinia curvula Benth.;Fabaceae;Bauhinia;NA;Shrub|Subshrub;Cerrado (lato sensu);DF|GO|MG|MS|MT|TO;Amazônia|Cerrado;
Ref_30;GO;Hidrolândia;Escola Agrícola;17°01’05”S, 49°11’49”W;No;No;Cerrado;Bauhinia curvula;Bauhinia curvula Benth.;Fabaceae;Bauhinia;NA;Shrub|Subshrub;Cerrado (lato sensu);DF|GO|MG|MS|MT|TO;Amazônia|Cerrado;
Ref_01;MG;Belo Horizonte;Campus Pampulha;"19°51'51,4""S 43°57'55,8""W";No;No;Cerrado, mata;Bauhinia forficata;Bauhinia forficata Link;Fabaceae;Bauhinia;NA;Tree;Área Antrópica|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista;AL|BA|ES|MG|PR|RJ|RS|SC|SP;Mata Atlântica;
Ref_27;MS;Aquidauana;Universidade Estadual de Mato Grosso do Sul (UEMS), Distrito de Camisão;"20°27'21.4""S, 55°39'46.1""W; 20°26'58.1""S, 55°38'16.9""W";No;No;Cerrado;Bauhinia holophylla;Bauhinia holophylla (Bong.) Steud.;Fabaceae;Bauhinia;NA;Shrub;Cerrado (lato sensu);DF|GO|MG|MS|MT|PR|RO|SP;Cerrado;
Ref_27;MS;Aquidauana;Universidade Estadual de Mato Grosso do Sul (UEMS), Distrito de Camisão;"20°27'21.4""S, 55°39'46.1""W; 20°26'58.1""S, 55°38'16.9""W";No;No;Cerrado;Bauhinia longifolia (Bong.) Steud.;Bauhinia longifolia (Bong.) Steud.;Fabaceae;Bauhinia;NA;Shrub|Tree;Área Antrópica|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual;BA|DF|ES|GO|MG|MS|MT|PA|PR|RJ|RO|SP;Cerrado|Mata Atlântica;
